ID,proportion_ADJ,proportion_ADV,proportion_INTJ,proportion_NOUN,proportion_PRON,proportion_PROPN,proportion_VERB,proportion_AUX,proportion_DET,proportion_ADP,proportion_CCONJ,proportion_SCONJ,proportion_NUM,proportion_PART,proportion_SYM,proportion_X
PES08,0.0670391061452514,0.0502793296089385,0.0,0.2011173184357542,0.0670391061452514,0.0055865921787709,0.0837988826815642,0.0335195530726257,0.1899441340782122,0.1396648044692737,0.0279329608938547,0.0223463687150838,0.0055865921787709,0,0.0,0.0
BRE14,0.0486725663716814,0.0353982300884955,0.0132743362831858,0.1769911504424778,0.1106194690265486,0.0044247787610619,0.1327433628318584,0.0353982300884955,0.1592920353982301,0.1194690265486725,0.0221238938053097,0.0044247787610619,0.0088495575221238,0,0.0,0.0
UCA07,0.0670731707317073,0.048780487804878,0.0,0.2073170731707317,0.0914634146341463,0.0,0.0853658536585365,0.0609756097560975,0.1524390243902439,0.1158536585365853,0.0304878048780487,0.0121951219512195,0.0060975609756097,0,0.0,0.0
SPC08,0.054054054054054,0.0135135135135135,0.0,0.2477477477477477,0.0675675675675675,0.0,0.0855855855855855,0.0225225225225225,0.1936936936936936,0.1801801801801801,0.0315315315315315,0.0135135135135135,0.0,0,0.0,0.0
LDV08,0.0864197530864197,0.0534979423868312,0.0082304526748971,0.1440329218106996,0.1193415637860082,0.0,0.1275720164609053,0.0246913580246913,0.1358024691358024,0.139917695473251,0.0246913580246913,0.0288065843621399,0.0041152263374485,0,0.0,0.0
OCM14,0.0533980582524271,0.0970873786407767,0.0,0.1553398058252427,0.1067961165048543,0.0097087378640776,0.1504854368932038,0.0339805825242718,0.0825242718446602,0.116504854368932,0.0388349514563106,0.0,0.0,0,0.0,0.0
ALS08,0.0414507772020725,0.082901554404145,0.0,0.1398963730569948,0.1347150259067357,0.005181347150259,0.155440414507772,0.0103626943005181,0.1295336787564766,0.1243523316062176,0.0362694300518134,0.0155440414507772,0.005181347150259,0,0.0,0.0
BRE16,0.0659722222222222,0.0451388888888888,0.0,0.1944444444444444,0.0798611111111111,0.0104166666666666,0.1111111111111111,0.0277777777777777,0.1631944444444444,0.1319444444444444,0.0520833333333333,0.0034722222222222,0.0104166666666666,0,0.0,0.0
GRE07,0.0291970802919708,0.0583941605839416,0.0,0.1605839416058394,0.1240875912408759,0.0,0.0802919708029197,0.0802919708029197,0.145985401459854,0.1313868613138686,0.0364963503649635,0.0218978102189781,0.0,0,0.0,0.0
HES06,0.0671140939597315,0.0335570469798657,0.0,0.1812080536912751,0.1342281879194631,0.0134228187919463,0.1275167785234899,0.0,0.1476510067114094,0.1476510067114094,0.0335570469798657,0.0067114093959731,0.0,0,0.0,0.0
LYO01,0.0333333333333333,0.0333333333333333,0.0,0.174074074074074,0.137037037037037,0.0,0.137037037037037,0.0333333333333333,0.1481481481481481,0.1259259259259259,0.0296296296296296,0.0148148148148148,0.0,0,0.0,0.0
BFC06,0.0828220858895705,0.0644171779141104,0.0,0.205521472392638,0.058282208588957,0.0,0.0981595092024539,0.0460122699386503,0.156441717791411,0.147239263803681,0.0337423312883435,0.0214723926380368,0.0184049079754601,0,0.0,0.0
OCM08,0.0756302521008403,0.0966386554621848,0.0084033613445378,0.1512605042016806,0.1386554621848739,0.0042016806722689,0.1008403361344537,0.0252100840336134,0.088235294117647,0.1218487394957983,0.042016806722689,0.0378151260504201,0.0042016806722689,0,0.0,0.0
ALS05,0.0585585585585585,0.054054054054054,0.0,0.2117117117117117,0.0855855855855855,0.0,0.1486486486486486,0.0045045045045045,0.1756756756756756,0.1351351351351351,0.0315315315315315,0.018018018018018,0.0045045045045045,0,0.0,0.0
ALS09,0.0206611570247933,0.0537190082644628,0.0082644628099173,0.1446280991735537,0.1157024793388429,0.0702479338842975,0.152892561983471,0.024793388429752,0.1033057851239669,0.128099173553719,0.0289256198347107,0.024793388429752,0.0,0,0.0,0.0
BOD04,0.059090909090909,0.0409090909090909,0.009090909090909,0.1818181818181818,0.1136363636363636,0.0136363636363636,0.1045454545454545,0.009090909090909,0.15,0.1363636363636363,0.0363636363636363,0.009090909090909,0.0045454545454545,0,0.0,0.0
BRE04,0.0695652173913043,0.0434782608695652,0.008695652173913,0.1739130434782608,0.0782608695652174,0.0217391304347826,0.1130434782608695,0.017391304347826,0.117391304347826,0.1652173913043478,0.0391304347826087,0.0130434782608695,0.008695652173913,0,0.0,0.0
BOD11,0.0474137931034482,0.0560344827586206,0.0043103448275862,0.168103448275862,0.125,0.0,0.1293103448275862,0.0474137931034482,0.1379310344827586,0.1336206896551724,0.0387931034482758,0.021551724137931,0.0,0,0.0,0.0
SPC09,0.0508474576271186,0.0254237288135593,0.0254237288135593,0.1525423728813559,0.135593220338983,0.0,0.1610169491525423,0.0677966101694915,0.135593220338983,0.1186440677966101,0.0,0.0,0.0,0,0.0,0.0
LOR03,0.0452488687782805,0.1176470588235294,0.0090497737556561,0.1266968325791855,0.1266968325791855,0.0,0.1447963800904977,0.0271493212669683,0.1085972850678733,0.0769230769230769,0.0407239819004524,0.0452488687782805,0.0,0,0.0,0.0
SEN02,0.0318021201413427,0.0636042402826855,0.0070671378091872,0.1908127208480565,0.1130742049469964,0.0035335689045936,0.0989399293286219,0.0318021201413427,0.1166077738515901,0.1342756183745583,0.0353356890459364,0.0176678445229682,0.0106007067137809,0,0.0,0.0
GRE01,0.0505050505050505,0.0707070707070707,0.005050505050505,0.1818181818181818,0.1212121212121212,0.0303030303030303,0.0959595959595959,0.0303030303030303,0.1313131313131313,0.1414141414141414,0.0151515151515151,0.0,0.0,0,0.0,0.0
GRE13,0.0789473684210526,0.0570175438596491,0.0043859649122807,0.175438596491228,0.1052631578947368,0.0,0.1271929824561403,0.0394736842105263,0.1447368421052631,0.0921052631578947,0.0350877192982456,0.0219298245614035,0.0043859649122807,0,0.0,0.0
BFC02,0.0488599348534201,0.0912052117263843,0.003257328990228,0.1791530944625407,0.1074918566775244,0.013029315960912,0.1270358306188925,0.019543973941368,0.1270358306188925,0.1302931596091205,0.0293159609120521,0.022801302931596,0.003257328990228,0,0.0,0.0
NOR04,0.0677966101694915,0.0621468926553672,0.0,0.1638418079096045,0.1016949152542373,0.0,0.096045197740113,0.0282485875706214,0.1412429378531073,0.1581920903954802,0.03954802259887,0.0282485875706214,0.0112994350282485,0,0.0,0.0
GRE03,0.0510204081632653,0.0561224489795918,0.0051020408163265,0.2091836734693877,0.0714285714285714,0.0,0.086734693877551,0.0306122448979591,0.1530612244897959,0.1683673469387755,0.0255102040816326,0.0051020408163265,0.0,0,0.0,0.0
PES03,0.0655737704918032,0.0273224043715847,0.0054644808743169,0.2021857923497267,0.087431693989071,0.0,0.1311475409836065,0.0109289617486338,0.1584699453551912,0.1639344262295081,0.0327868852459016,0.0054644808743169,0.0054644808743169,0,0.0,0.0
HES03,0.063063063063063,0.081081081081081,0.0,0.1891891891891892,0.072072072072072,0.0,0.063063063063063,0.063063063063063,0.1621621621621621,0.09009009009009,0.063063063063063,0.009009009009009,0.0,0,0.0,0.0
CFE09,0.0368852459016393,0.0450819672131147,0.0,0.1844262295081967,0.1188524590163934,0.0,0.1147540983606557,0.0368852459016393,0.1475409836065573,0.1680327868852459,0.0327868852459016,0.0245901639344262,0.0,0,0.0,0.0
HES05,0.0653266331658291,0.050251256281407,0.0150753768844221,0.1809045226130653,0.1155778894472361,0.0,0.0904522613065326,0.050251256281407,0.1155778894472361,0.1105527638190954,0.0301507537688442,0.0150753768844221,0.0050251256281407,0,0.0,0.0
SOU09,0.0522875816993464,0.0392156862745098,0.0065359477124183,0.1764705882352941,0.1045751633986928,0.0,0.1241830065359477,0.065359477124183,0.1568627450980392,0.1111111111111111,0.0392156862745098,0.0065359477124183,0.0130718954248366,0,0.0,0.0
ALS03,0.0439560439560439,0.0714285714285714,0.0,0.1538461538461538,0.1318681318681318,0.0109890109890109,0.1593406593406593,0.0384615384615384,0.1208791208791208,0.1263736263736263,0.0219780219780219,0.0164835164835164,0.0,0,0.0,0.0
LDV07,0.0521739130434782,0.0434782608695652,0.0,0.1782608695652174,0.1130434782608695,0.008695652173913,0.1260869565217391,0.0304347826086956,0.1521739130434782,0.1521739130434782,0.0260869565217391,0.0,0.0130434782608695,0,0.0,0.0
CFE05,0.0638977635782747,0.0894568690095846,0.0031948881789137,0.1597444089456869,0.1118210862619808,0.0063897763578274,0.121405750798722,0.0319488817891373,0.1309904153354632,0.1373801916932907,0.0287539936102236,0.0127795527156549,0.0,0,0.0,0.0
OCM11,0.0406976744186046,0.0465116279069767,0.005813953488372,0.1453488372093023,0.191860465116279,0.0,0.1511627906976744,0.0406976744186046,0.0988372093023255,0.1046511627906976,0.0348837209302325,0.005813953488372,0.0,0,0.0,0.0
LRE02,0.0669642857142857,0.0714285714285714,0.0,0.1696428571428571,0.09375,0.0,0.1294642857142857,0.0357142857142857,0.1339285714285714,0.1294642857142857,0.03125,0.0178571428571428,0.0044642857142857,0,0.0,0.0
HES02,0.0150753768844221,0.0703517587939698,0.0050251256281407,0.1658291457286432,0.1256281407035175,0.0201005025125628,0.1206030150753768,0.0,0.1256281407035175,0.1256281407035175,0.0251256281407035,0.0100502512562814,0.0150753768844221,0,0.0,0.0
LYO02,0.0353982300884955,0.1106194690265486,0.0,0.0929203539823008,0.1769911504424778,0.0,0.1902654867256637,0.0221238938053097,0.0752212389380531,0.1371681415929203,0.0309734513274336,0.0309734513274336,0.0,0,0.0,0.0
CFE02,0.0705128205128205,0.0576923076923076,0.0192307692307692,0.1858974358974359,0.0961538461538461,0.0,0.1025641025641025,0.0192307692307692,0.1602564102564102,0.1217948717948717,0.0192307692307692,0.0128205128205128,0.0,0,0.0,0.0
POF05,0.0833333333333333,0.0555555555555555,0.0111111111111111,0.1777777777777777,0.0333333333333333,0.0166666666666666,0.0611111111111111,0.0222222222222222,0.1555555555555555,0.1388888888888889,0.05,0.0,0.0388888888888888,0,0.0,0.0111111111111111
BFC10,0.0483870967741935,0.032258064516129,0.0053763440860215,0.2043010752688172,0.1075268817204301,0.0053763440860215,0.1290322580645161,0.021505376344086,0.1451612903225806,0.1236559139784946,0.032258064516129,0.021505376344086,0.0,0,0.0,0.0
OCM18,0.0444444444444444,0.0933333333333333,0.0044444444444444,0.1511111111111111,0.1244444444444444,0.0044444444444444,0.0977777777777777,0.04,0.1244444444444444,0.1066666666666666,0.0222222222222222,0.04,0.0088888888888888,0,0.0,0.0
SPC03,0.0408163265306122,0.0357142857142857,0.0051020408163265,0.2142857142857142,0.0714285714285714,0.0,0.1326530612244898,0.0153061224489795,0.1530612244897959,0.1581632653061224,0.0714285714285714,0.010204081632653,0.0,0,0.0,0.0
UCA02,0.0576923076923076,0.0641025641025641,0.0064102564102564,0.1346153846153846,0.1346153846153846,0.0064102564102564,0.1538461538461538,0.0256410256410256,0.1346153846153846,0.1089743589743589,0.0128205128205128,0.0192307692307692,0.0,0,0.0,0.0
