ID,ttr,mtld
SOU07,0.0625,32.290909090909096
BOD12,0.0465116279069767,39.88167630456166
UPL02,0.087248322147651,37.43082524271844
SPC05,0.0730337078651685,46.50732871264629
SOU14,0.0445344129554655,36.57235533903361
UCA05,0.0521739130434782,36.774917917448406
LYO05,0.0607287449392712,62.12198795180723
CVL03,0.0608695652173913,38.5178762466784
LRE11,0.0689655172413793,31.9
SOU15,0.0433212996389891,38.47449295384744
LDV05,0.0543933054393305,36.98809523809524
UCA14,0.0648148148148148,41.32173913043478
PES07,0.06,52.6640765106697
OCM13,0.0897435897435897,42.41455696202532
UCA11,0.0807453416149068,39.3999596685488
BOD01,0.0588235294117647,33.04494382022472
ALS10,0.0566801619433198,46.48267716535433
ALS11,0.0551181102362204,50.66489361702128
BOD07,0.0795454545454545,24.38917437478589
SPC04,0.0504201680672268,42.92487639959285
HES08,0.0813953488372093,30.947409909909908
LDV09,0.0582959641255605,48.11018518518519
LYO11,0.0670391061452514,32.81666666666666
LOR08,0.0666666666666666,40.21095334685599
PES08,0.0726256983240223,56.96059924887213
BRE14,0.0652173913043478,19.57815442561205
UCA07,0.0613207547169811,44.142057233111416
SPC08,0.0909090909090909,40.21230435456377
LDV08,0.0710659898477157,46.38925390353836
OCM14,0.0663507109004739,45.1856184980926
ALS08,0.046875,43.250540743120254
BRE16,0.0691489361702127,43.99267515338551
GRE07,0.056768558951965,37.28945027232447
HES06,0.065989847715736,32.752567576957816
LYO01,0.0845070422535211,45.62492017082862
BFC06,0.0955882352941176,38.46280485257044
OCM08,0.0747126436781609,54.04991346758968
ALS05,0.06282722513089,52.26629935720845
ALS09,0.0921052631578947,46.158956109134046
BOD04,0.0575221238938053,40.59090007438631
BRE04,0.056338028169014,31.70759911894273
BOD11,0.0928571428571428,38.875838926174495
SPC09,0.075,40.0
LOR03,0.0560344827586206,49.68714168714169
SEN02,0.0596330275229357,44.66278677462888
GRE01,0.0634920634920634,35.695328142380426
GRE13,0.0472440944881889,34.01785714285714
BFC02,0.0853658536585365,41.0
NOR04,0.0684210526315789,52.87971289497566
GRE03,0.0575916230366492,33.92388059701492
PES03,0.0588235294117647,26.352544007716425
HES03,0.0709219858156028,53.1086406362979
CFE09,0.0641025641025641,33.543052837573384
HES05,0.0875912408759124,47.93387615890859
SOU09,0.0869565217391304,37.97341628959276
ALS03,0.0613207547169811,42.90813959329728
LDV07,0.065989847715736,39.47060931899642
CFE05,0.0670391061452514,36.69534173348606
OCM11,0.0726256983240223,28.85365629022737
LRE02,0.0526315789473684,37.02464065708419
HES02,0.045016077170418,34.76066294729351
LYO02,0.0916030534351145,57.47303921568628
CFE02,0.1023622047244094,44.71039935674082
POF05,0.0603448275862069,37.02155661447696
BFC10,0.0778443113772455,34.59724079329889
OCM18,0.0681818181818181,46.761952895987065
SPC03,0.1447368421052631,34.13821138211382
UCA02,0.0601851851851851,42.15145631067961
CVL01,0.0638297872340425,35.3880083455895
OCM07,0.0577777777777777,42.85489614779732
LRE09,0.054054054054054,39.547774128171085
SOU01,0.0588235294117647,59.18344255289182
UPS10,0.0486725663716814,36.69986310746064
HES01,0.058252427184466,32.78399518652226
NOR05,0.064516129032258,32.72873345935728
SOU13,0.049618320610687,45.19807808169659
ALS04,0.0611353711790393,46.55853380718061
NOR12,0.0653266331658291,29.015830785468246
LYO10,0.0546875,40.39716312056737
PES04,0.0967741935483871,32.997845956802706
SOU10,0.0533333333333333,41.25
PES06,0.062200956937799,47.025
NOR10,0.055793991416309,28.16609964881475
SEN01,0.0863309352517985,43.64278990997737
BFC09,0.0928571428571428,36.350448523064216
LOR02,0.0516431924882629,38.820641722320445
POF03,0.0710659898477157,28.142857142857142
UPS04,0.0677966101694915,36.58276670574443
OCM10,0.055045871559633,29.78330284383835
CVL02,0.06547619047619048,38.88427299703264
