ID,flesch_kincaid_score,gunning_fog_index,average_syllables,polysyllabic_word_count
SOU07,70.78542817679559,10.917284925019732,1.3766816143497758,27
BOD12,59.07691823899373,10.840251572327048,1.470899470899471,17
UPL02,56.751800578034704,12.931560693641622,1.4626168224299063,26
SPC05,63.24661943319839,11.050472334682862,1.3937282229965158,23
SOU14,65.96517543859653,11.382456140350875,1.4285714285714286,12
UCA05,50.84744851833253,15.421597187343044,1.5391705069124424,40
LYO05,59.69091843288378,13.238021836865768,1.4356435643564356,24
CVL03,63.97235042735045,10.700854700854702,1.411042944785276,16
LRE11,80.14248062015508,8.756589147286823,1.26046511627907,13
SOU15,66.27157894736844,12.57844611528822,1.315,12
LDV05,84.28015101289135,6.81561694290976,1.2544642857142858,10
UCA14,55.65729508196725,13.856674473067915,1.4829931972789117,43
PES07,37.68001865671644,17.44626865671642,1.6903225806451614,36
OCM13,68.4696411483254,8.553110047846891,1.4285714285714286,11
UCA11,62.25646644295304,11.59758389261745,1.478021978021978,23
BOD01,45.17742474916389,14.678409513192122,1.6208333333333331,43
ALS10,67.65797598627792,10.813264722698683,1.378787878787879,20
ALS11,62.05458256029687,11.05974025974026,1.4972067039106145,24
BOD07,78.25320512820514,7.206837606837607,1.3350515463917525,11
SPC04,60.51310344827587,11.408210180623977,1.4832535885167464,28
HES08,57.21929107981222,9.983849765258215,1.5053763440860215,22
LDV09,48.12021086780214,14.84801297648013,1.5974842767295598,31
LYO11,64.89099469496023,11.100972590627762,1.4265402843601895,25
LOR08,56.41981818181819,13.980606060606062,1.4612068965517242,30
PES08,66.899520979021,10.475244755244756,1.3944444444444444,19
BRE14,53.3754210526316,12.132631578947368,1.4948453608247425,24
UCA07,69.72921165790731,10.66813186813187,1.3689320388349515,23
SPC08,67.32202917771886,10.411317418213972,1.4146341463414631,22
LDV08,71.5884285714286,9.837142857142858,1.3768115942028984,16
OCM14,64.94813725490198,9.003921568627453,1.4253393665158371,20
ALS08,54.3858823529412,13.858823529411763,1.5040322580645162,37
BRE16,65.99251703992212,10.93748782862707,1.41,24
GRE07,71.84107142857145,10.428571428571429,1.329268292682927,18
HES06,66.11116228070176,7.798245614035088,1.5703125,18
LYO01,61.05068181818183,11.259740259740262,1.4848484848484849,27
BFC06,60.98343706293707,12.713006993006994,1.4970414201183433,27
OCM08,67.59937500000001,9.083333333333334,1.396039603960396,10
ALS05,60.71474358974362,13.6,1.4385026737967914,26
ALS09,65.44578431372551,9.709803921568628,1.4471153846153846,23
BOD04,74.87461538461541,9.430769230769233,1.36,12
BRE04,64.44291666666669,10.129629629629632,1.431818181818182,20
BOD11,68.48885714285717,10.754285714285714,1.39375,19
SPC09,65.19136363636366,10.86060606060606,1.4430379746835442,20
LOR03,72.96449593495937,8.519674796747967,1.3676470588235294,17
SEN02,74.7400530503979,8.323607427055704,1.3535911602209945,15
GRE01,50.14204718417051,14.160121765601218,1.5393258426966292,28
GRE13,70.30496674057652,8.049963045084997,1.3870967741935485,11
BFC02,57.75908045977013,12.560919540229884,1.4359861591695502,32
NOR04,50.44823008849562,13.536788874841973,1.578125,20
GRE03,76.44000000000003,7.6,1.362068965517241,9
PES03,53.93330956375843,12.013758389261746,1.4734042553191489,18
HES03,59.65250000000003,12.214814814814815,1.4814814814814814,23
CFE09,68.85984580052495,9.272703412073492,1.4210526315789471,16
HES05,52.63979069767444,13.624186046511628,1.5114155251141552,33
SOU09,65.97306896551726,10.50206896551724,1.4475524475524475,18
ALS03,59.35132455779515,12.742245989304813,1.413919413919414,27
LDV07,55.19175702811248,12.280321285140564,1.5360824742268042,31
CFE05,82.39143536875497,6.283584456780333,1.3008130081300813,8
OCM11,69.99939944903582,8.515922865013776,1.4064516129032258,16
LRE02,56.01082885906041,12.93986577181208,1.4972375690607735,26
HES02,81.09729676258995,7.384316546762591,1.3222222222222222,16
LYO02,54.502058823529424,15.774789915966387,1.3786008230452675,21
CFE02,64.14600000000003,10.8,1.4342857142857144,18
POF05,59.432300884955794,11.058912768647282,1.4558823529411764,14
BFC10,59.36020833333336,12.972222222222223,1.4723926380368098,23
OCM18,68.02113636363636,10.03636363636364,1.3657407407407407,16
SPC03,45.32795229784762,15.81873182082606,1.593886462882096,38
UCA02,64.16364224137932,11.38793103448276,1.4022988505747127,16
CVL01,67.6336363636364,12.626262626262626,1.358974358974359,27
OCM07,47.82395424836605,15.3202614379085,1.5634517766497462,33
LRE09,83.4143181818182,5.574242424242424,1.28099173553719,5
SOU01,64.56377149877153,10.246683046683048,1.4378378378378378,20
UPS10,81.20250000000001,7.543018563357546,1.2796208530805686,11
HES01,84.85805767599665,8.264970313825277,1.2173913043478262,8
NOR05,59.41917690417691,11.868304668304669,1.4864864864864864,26
SOU13,80.33372669649518,5.727218493661447,1.3298429319371727,10
ALS04,76.2017652027027,7.868243243243244,1.3205128205128205,15
NOR12,74.70818181818184,8.424242424242426,1.3418367346938775,11
LYO10,68.1159140893471,9.50323024054983,1.3884297520661155,21
PES04,54.28017391304349,12.476521739130437,1.5542168674698795,14
SOU10,67.669,11.037777777777778,1.4352941176470588,21
PES06,57.86145161290327,12.569585253456223,1.5034482758620689,19
NOR10,76.3643181818182,6.824242424242424,1.3414634146341464,8
SEN01,57.67326616682288,13.652483598875351,1.487068965517241,35
BFC09,52.81922413793106,13.731034482758623,1.5319148936170213,23
LOR02,61.026515718562905,13.140419161676649,1.3930348258706469,21
POF03,76.70681818181819,8.363636363636363,1.3493150684931507,13
UPS04,53.63012048192772,12.45370051635112,1.5757575757575757,33
OCM10,62.03409090909092,12.209184629803188,1.4110169491525424,25
CVL02,66.52545454545456,12.147593582887701,1.3722943722943723,25
