ID,ttr,mtld
SOU07,0.0538116591928251,41.22121212121212
BOD12,0.0634920634920634,50.80505963459849
UPL02,0.0560747663551401,39.78976982097187
SPC05,0.0418118466898954,35.280008334024295
SOU14,0.1208791208791208,36.5093211950327
UCA05,0.0552995391705069,32.16614420062696
LYO05,0.0643564356435643,44.500459237665474
CVL03,0.0797546012269938,35.23073667258537
LRE11,0.0604651162790697,35.833333333333336
SOU15,0.06,37.5
LDV05,0.0580357142857142,39.91272727272728
UCA14,0.0442176870748299,34.70833333333333
PES07,0.0903225806451612,47.72003942181341
OCM13,0.1224489795918367,60.624416200903454
UCA11,0.0604395604395604,49.18256333830105
BOD01,0.0541666666666666,32.847555129434326
ALS10,0.0606060606060606,31.16258351893096
ALS11,0.0726256983240223,53.95723736808442
BOD07,0.0670103092783505,42.08711260021539
SPC04,0.062200956937799,41.8
HES08,0.064516129032258,34.65205479452055
LDV09,0.0817610062893081,37.50169683257919
LYO11,0.0521327014218009,33.41949110364564
LOR08,0.0603448275862069,59.53997967968005
PES08,0.0722222222222222,47.41525423728814
BRE14,0.0670103092783505,37.710963630264985
UCA07,0.0631067961165048,39.55445647684212
SPC08,0.0634146341463414,33.73725664090544
LDV08,0.0942028985507246,51.60507087680178
OCM14,0.0542986425339366,24.55555555555556
ALS08,0.0524193548387096,41.191823314988206
BRE16,0.065,39.72502341984901
GRE07,0.0609756097560975,35.23051948051948
HES06,0.09375,20.497387669801466
LYO01,0.0606060606060606,36.735416666666666
BFC06,0.0769230769230769,44.21763873568652
OCM08,0.1485148514851485,45.16549295774648
ALS05,0.0748663101604278,29.823964322068115
ALS09,0.0625,41.853429602888085
BOD04,0.104,43.45825108527717
BRE04,0.0738636363636363,29.33333333333333
BOD11,0.08125,33.38041754756871
SPC09,0.0696202531645569,43.21585777439749
LOR03,0.0539215686274509,41.50185207898933
SEN02,0.0662983425414364,45.73678671655753
GRE01,0.0674157303370786,44.904545454545456
GRE13,0.0774193548387096,35.48534544478253
BFC02,0.0484429065743944,37.93905150202809
NOR04,0.1015625,48.13936884192489
GRE03,0.0948275862068965,24.913709613400016
PES03,0.0691489361702127,38.01167883211679
HES03,0.074074074074074,48.06576756888199
CFE09,0.0657894736842105,34.2
HES05,0.0593607305936073,31.9375
SOU09,0.0909090909090909,31.221666666666668
ALS03,0.0439560439560439,32.1435009295934
LDV07,0.0618556701030927,44.92681728880157
CFE05,0.1056910569105691,39.65837696335078
OCM11,0.0709677419354838,27.8062381852552
LRE02,0.0607734806629834,32.51439215332279
HES02,0.0722222222222222,34.8
LYO02,0.0452674897119341,34.714285714285715
CFE02,0.08,41.95696721311475
POF05,0.0955882352941176,39.25101482110828
BFC10,0.0736196319018405,40.75
OCM18,0.0509259259259259,34.8833746898263
SPC03,0.056768558951965,41.8382495012076
UCA02,0.0689655172413793,40.40974606949048
CVL01,0.0402930402930402,34.27739742418743
OCM07,0.0609137055837563,44.41368804744029
LRE09,0.0826446280991735,28.29080310880829
SOU01,0.0594594594594594,49.770643458924496
UPS10,0.0521327014218009,33.08333333333333
HES01,0.0683229813664596,30.39776119402985
NOR05,0.0648648648648648,43.92648171399137
SOU13,0.06282722513089,43.724135101796
ALS04,0.0512820512820512,43.78712446351931
NOR12,0.0663265306122449,36.515068493150686
LYO10,0.0537190082644628,38.386743886743886
PES04,0.144578313253012,28.918836159277586
SOU10,0.0647058823529411,32.86666666666667
PES06,0.0758620689655172,44.55729166666667
NOR10,0.089430894308943,36.0888832339683
SEN01,0.0560344827586206,39.14892237011013
BFC09,0.0851063829787234,44.25467289719626
LOR02,0.0696517412935323,39.77399476953253
POF03,0.0890410958904109,36.5
UPS04,0.0606060606060606,37.88755104141647
OCM10,0.0508474576271186,34.698566549202994
CVL02,0.05194805194805195,37.36497641509434
